yearsStatistics,currentYearStatistics,thisMonthPendingOrdersStatistics,thisMonthRunningOrdersStatistics,thisMonthFinishedOrdersStatistics,thisMonthCanceledOrdersStatistics,time
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:10"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:15"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:19"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:40"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:44"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:59"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:49:06"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:49:13"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:49:31"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:50:01"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:50:07"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 20:13:37"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 20:13:45"
